Test Sample, 26.6.2020, 9:15
Fixed value(s) :  AC Volt  [Vrms]=1.0000e-01
 Freq. [Hz]	 Temp. [°C]	 Eps'    	 Eps''   
5.78478e+02	1.50000e+01	2.15169e+05	7.98815e+04
4.13199e+02	1.50000e+01	2.29961e+05	9.15731e+04
2.95142e+02	1.50000e+01	2.47373e+05	1.05823e+05
2.10816e+02	1.50000e+01	2.68045e+05	1.22809e+05
1.50583e+02	1.50000e+01	2.92839e+05	1.42651e+05
1.07559e+02	1.50000e+01	3.21846e+05	1.65328e+05
7.68279e+01	1.50000e+01	3.55899e+05	1.91054e+05
5.48770e+01	1.50000e+01	3.95488e+05	2.20117e+05
3.91979e+01	1.50000e+01	4.41085e+05	2.52982e+05
2.79985e+01	1.50000e+01	4.93569e+05	2.91015e+05
1.99989e+01	1.50000e+01	5.53142e+05	3.34633e+05
1.42850e+01	1.50000e+01	6.20820e+05	3.86224e+05
1.02035e+01	1.50000e+01	6.97816e+05	4.48586e+05
7.28824e+00	1.50000e+01	7.86341e+05	5.24942e+05
5.20588e+00	1.50000e+01	8.87345e+05	6.21331e+05
3.71849e+00	1.50000e+01	1.00163e+06	7.41004e+05
2.65606e+00	1.50000e+01	1.12960e+06	8.89541e+05
1.89719e+00	1.50000e+01	1.28059e+06	1.07964e+06
1.35513e+00	1.50000e+01	1.45730e+06	1.33479e+06
9.67953e-01	1.50000e+01	1.66192e+06	1.65021e+06
6.91395e-01	1.50000e+01	1.90151e+06	2.05670e+06
4.93854e-01	1.50000e+01	2.19195e+06	2.58022e+06
3.52753e-01	1.50000e+01	2.53745e+06	3.24971e+06
2.51966e-01	1.50000e+01	2.92766e+06	4.08749e+06
1.79976e-01	1.50000e+01	3.39422e+06	5.17138e+06
1.28554e-01	1.50000e+01	3.94831e+06	6.56173e+06
1.00000e-01	1.50000e+01	4.43373e+06	7.85219e+06
1.00000e+07	2.00000e+01	-6.54517e+01	7.72283e+00
7.14286e+06	2.00000e+01	-1.01447e+02	1.96487e+01
5.10204e+06	2.00000e+01	-1.76026e+02	4.44463e+01
3.64432e+06	2.00000e+01	-3.09316e+02	9.77170e+01
2.60308e+06	2.00000e+01	-5.44723e+02	2.31532e+02
1.85934e+06	2.00000e+01	-9.25362e+02	5.41819e+02
1.32810e+06	2.00000e+01	-1.49004e+03	1.18659e+03
9.48645e+05	2.00000e+01	-2.18726e+03	2.30836e+03
6.77604e+05	2.00000e+01	-2.94741e+03	4.21479e+03
4.84003e+05	2.00000e+01	-3.64388e+03	7.14470e+03
3.45716e+05	2.00000e+01	-3.92377e+03	1.14679e+04
2.46940e+05	2.00000e+01	-3.37545e+03	1.74436e+04
1.76386e+05	2.00000e+01	-1.49794e+03	2.54299e+04
1.25990e+05	2.00000e+01	2.56014e+03	3.53114e+04
8.99928e+04	2.00000e+01	9.93657e+03	4.82311e+04
6.42805e+04	2.00000e+01	2.24296e+04	6.16237e+04
4.59147e+04	2.00000e+01	4.12985e+04	7.39182e+04
3.27962e+04	2.00000e+01	6.47438e+04	8.10344e+04
2.34258e+04	2.00000e+01	8.90517e+04	8.15010e+04
1.67328e+04	2.00000e+01	1.10013e+05	7.75089e+04
1.19520e+04	2.00000e+01	1.27168e+05	7.19707e+04
8.53712e+03	2.00000e+01	1.41297e+05	6.70240e+04
6.09794e+03	2.00000e+01	1.53503e+05	6.35015e+04
4.35567e+03	2.00000e+01	1.64520e+05	6.16254e+04
3.11119e+03	2.00000e+01	1.74935e+05	6.16117e+04
2.22228e+03	2.00000e+01	1.85318e+05	6.35701e+04
1.58734e+03	2.00000e+01	1.96203e+05	6.76057e+04
1.13382e+03	2.00000e+01	2.07785e+05	7.37406e+04
8.09869e+02	2.00000e+01	2.20818e+05	8.22576e+04
5.78478e+02	2.00000e+01	2.35717e+05	9.33246e+04
4.13199e+02	2.00000e+01	2.53050e+05	1.07086e+05
2.95142e+02	2.00000e+01	2.73485e+05	1.23829e+05
2.10816e+02	2.00000e+01	2.97771e+05	1.43684e+05
1.50583e+02	2.00000e+01	3.27012e+05	1.66971e+05
1.07559e+02	2.00000e+01	3.61173e+05	1.93476e+05
7.68279e+01	2.00000e+01	4.01164e+05	2.23332e+05
5.48770e+01	2.00000e+01	4.47816e+05	2.57291e+05
3.91979e+01	2.00000e+01	5.01297e+05	2.95662e+05
2.79985e+01	2.00000e+01	5.62955e+05	3.40450e+05
1.99989e+01	2.00000e+01	6.32446e+05	3.92326e+05
1.42850e+01	2.00000e+01	7.11057e+05	4.54014e+05
1.02035e+01	2.00000e+01	8.00836e+05	5.30740e+05
7.28824e+00	2.00000e+01	9.02839e+05	6.25349e+05
5.20588e+00	2.00000e+01	1.01766e+06	7.43319e+05
3.71849e+00	2.00000e+01	1.15149e+06	8.97268e+05
2.65606e+00	2.00000e+01	1.30181e+06	1.08734e+06
1.89719e+00	2.00000e+01	1.47082e+06	1.33407e+06
1.35513e+00	2.00000e+01	1.68020e+06	1.65653e+06
9.67953e-01	2.00000e+01	1.92836e+06	2.07393e+06
6.91395e-01	2.00000e+01	2.21524e+06	2.59795e+06
4.93854e-01	2.00000e+01	2.55146e+06	3.27635e+06
3.52753e-01	2.00000e+01	2.95131e+06	4.14504e+06
2.51966e-01	2.00000e+01	3.43646e+06	5.26504e+06
1.79976e-01	2.00000e+01	4.01487e+06	6.69400e+06
1.28554e-01	2.00000e+01	4.67169e+06	8.48888e+06
1.00000e-01	2.00000e+01	5.24522e+06	1.01417e+07
1.00000e+07	2.50000e+01	-6.56077e+01	7.83307e+00
7.14286e+06	2.50000e+01	-1.01515e+02	1.93219e+01
5.10204e+06	2.50000e+01	-1.76398e+02	4.37659e+01
3.64432e+06	2.50000e+01	-3.10431e+02	9.61324e+01
2.60308e+06	2.50000e+01	-5.48142e+02	2.28365e+02
1.85934e+06	2.50000e+01	-9.34689e+02	5.36487e+02
1.32810e+06	2.50000e+01	-1.51342e+03	1.18005e+03
9.48645e+05	2.50000e+01	-2.23459e+03	2.30872e+03
6.77604e+05	2.50000e+01	-3.03210e+03	4.23858e+03
4.84003e+05	2.50000e+01	-3.77855e+03	7.21614e+03
3.45716e+05	2.50000e+01	-4.11200e+03	1.16255e+04
2.46940e+05	2.50000e+01	-3.61914e+03	1.77328e+04
1.76386e+05	2.50000e+01	-1.81157e+03	2.59178e+04
1.25990e+05	2.50000e+01	2.15489e+03	3.60821e+04
8.99928e+04	2.50000e+01	9.36941e+03	4.95106e+04
6.42805e+04	2.50000e+01	2.17694e+04	6.37220e+04
4.59147e+04	2.50000e+01	4.08095e+04	7.72962e+04
3.27962e+04	2.50000e+01	6.50282e+04	8.59898e+04
2.34258e+04	2.50000e+01	9.08896e+04	8.79250e+04
1.67328e+04	2.50000e+01	1.13730e+05	8.49173e+04
1.19520e+04	2.50000e+01	1.32869e+05	8.00006e+04
8.53712e+03	2.50000e+01	1.48908e+05	7.55051e+04
6.09794e+03	2.50000e+01	1.62972e+05	7.24135e+04
4.35567e+03	2.50000e+01	1.75835e+05	7.10419e+04
3.11119e+03	2.50000e+01	1.88112e+05	7.16277e+04
2.22228e+03	2.50000e+01	2.00392e+05	7.43697e+04
1.58734e+03	2.50000e+01	2.13305e+05	7.94100e+04
1.13382e+03	2.50000e+01	2.27290e+05	8.69027e+04
8.09869e+02	2.50000e+01	2.42638e+05	9.69365e+04
5.78478e+02	2.50000e+01	2.60374e+05	1.09892e+05
4.13199e+02	2.50000e+01	2.80966e+05	1.25917e+05
2.95142e+02	2.50000e+01	3.05214e+05	1.45275e+05
2.10816e+02	2.50000e+01	3.33928e+05	1.68070e+05
1.50583e+02	2.50000e+01	3.68369e+05	1.94705e+05
1.07559e+02	2.50000e+01	4.08405e+05	2.24885e+05
7.68279e+01	2.50000e+01	4.55157e+05	2.59081e+05
5.48770e+01	2.50000e+01	5.09423e+05	2.97882e+05
3.91979e+01	2.50000e+01	5.71248e+05	3.42011e+05
2.79985e+01	2.50000e+01	6.41423e+05	3.92942e+05
1.99989e+01	2.50000e+01	7.21949e+05	4.54559e+05
1.42850e+01	2.50000e+01	8.11798e+05	5.27992e+05
1.02035e+01	2.50000e+01	9.14710e+05	6.20560e+05
7.28824e+00	2.50000e+01	1.02991e+06	7.36065e+05
5.20588e+00	2.50000e+01	1.16079e+06	8.79604e+05
3.71849e+00	2.50000e+01	1.31155e+06	1.07038e+06
2.65606e+00	2.50000e+01	1.48631e+06	1.31121e+06
1.89719e+00	2.50000e+01	1.68399e+06	1.61835e+06
1.35513e+00	2.50000e+01	1.91890e+06	2.01846e+06
9.67953e-01	2.50000e+01	2.19148e+06	2.52662e+06
6.91395e-01	2.50000e+01	2.53611e+06	3.20025e+06
4.93854e-01	2.50000e+01	2.92593e+06	4.04700e+06
3.52753e-01	2.50000e+01	3.39053e+06	5.14507e+06
2.51966e-01	2.50000e+01	3.94689e+06	6.55482e+06
1.79976e-01	2.50000e+01	4.61339e+06	8.35722e+06
1.28554e-01	2.50000e+01	5.40399e+06	1.06362e+07
1.00000e-01	2.50000e+01	6.07463e+06	1.26464e+07
1.00000e+07	3.00000e+01	-6.56812e+01	7.59353e+00
7.14286e+06	3.00000e+01	-1.01636e+02	1.89442e+01
5.10204e+06	3.00000e+01	-1.76719e+02	4.31367e+01
3.64432e+06	3.00000e+01	-3.11341e+02	9.47174e+01
2.60308e+06	3.00000e+01	-5.50925e+02	2.25531e+02
1.85934e+06	3.00000e+01	-9.42526e+02	5.31859e+02
1.32810e+06	3.00000e+01	-1.52905e+03	1.17616e+03
9.48645e+05	3.00000e+01	-2.26503e+03	2.31047e+03
6.77604e+05	3.00000e+01	-3.08853e+03	4.25758e+03
4.84003e+05	3.00000e+01	-3.88312e+03	7.28672e+03
3.45716e+05	3.00000e+01	-4.27902e+03	1.18107e+04
2.46940e+05	3.00000e+01	-3.80270e+03	1.80556e+04
1.76386e+05	3.00000e+01	-1.99096e+03	2.64114e+04
1.25990e+05	3.00000e+01	1.97517e+03	3.66828e+04
8.99928e+04	3.00000e+01	9.10552e+03	5.03472e+04
6.42805e+04	3.00000e+01	2.15432e+04	6.52115e+04
4.59147e+04	3.00000e+01	4.06620e+04	7.96082e+04
3.27962e+04	3.00000e+01	6.52672e+04	8.94105e+04
2.34258e+04	3.00000e+01	9.20534e+04	9.26004e+04
1.67328e+04	3.00000e+01	1.15839e+05	9.07980e+04
1.19520e+04	3.00000e+01	1.36295e+05	8.70644e+04
8.53712e+03	3.00000e+01	1.53842e+05	8.37029e+04
6.09794e+03	3.00000e+01	1.69824e+05	8.15630e+04
4.35567e+03	3.00000e+01	1.84590e+05	8.12561e+04
3.11119e+03	3.00000e+01	1.98900e+05	8.30446e+04
2.22228e+03	3.00000e+01	2.13572e+05	8.69921e+04
1.58734e+03	3.00000e+01	2.29035e+05	9.34929e+04
1.13382e+03	3.00000e+01	2.45794e+05	1.02815e+05
8.09869e+02	3.00000e+01	2.64276e+05	1.14892e+05
5.78478e+02	3.00000e+01	2.85609e+05	1.30288e+05
4.13199e+02	3.00000e+01	3.10357e+05	1.49155e+05
2.95142e+02	3.00000e+01	3.39363e+05	1.71737e+05
2.10816e+02	3.00000e+01	3.73613e+05	1.98267e+05
1.50583e+02	3.00000e+01	4.13934e+05	2.28903e+05
1.07559e+02	3.00000e+01	4.61861e+05	2.64157e+05
7.68279e+01	3.00000e+01	5.16618e+05	3.03769e+05
5.48770e+01	3.00000e+01	5.79556e+05	3.48964e+05
3.91979e+01	3.00000e+01	6.51455e+05	4.01243e+05
2.79985e+01	3.00000e+01	7.31906e+05	4.62559e+05
1.99989e+01	3.00000e+01	8.22190e+05	5.36291e+05
1.42850e+01	3.00000e+01	9.25331e+05	6.29052e+05
1.02035e+01	3.00000e+01	1.04083e+06	7.45026e+05
7.28824e+00	3.00000e+01	1.17042e+06	8.92485e+05
5.20588e+00	3.00000e+01	1.31877e+06	1.08419e+06
3.71849e+00	3.00000e+01	1.48957e+06	1.33071e+06
2.65606e+00	3.00000e+01	1.67761e+06	1.64238e+06
1.89719e+00	3.00000e+01	1.91213e+06	2.06035e+06
1.35513e+00	3.00000e+01	2.17825e+06	2.59588e+06
9.67953e-01	3.00000e+01	2.49579e+06	3.29161e+06
6.91395e-01	3.00000e+01	2.88348e+06	4.19796e+06
4.93854e-01	3.00000e+01	3.34774e+06	5.37801e+06
3.52753e-01	3.00000e+01	3.90458e+06	6.90379e+06
2.51966e-01	3.00000e+01	4.60056e+06	8.87014e+06
1.79976e-01	3.00000e+01	5.40834e+06	1.13801e+07
1.28554e-01	3.00000e+01	6.39799e+06	1.46249e+07
1.00000e-01	3.00000e+01	7.26652e+06	1.76009e+07
1.00000e+07	3.50000e+01	-6.56495e+01	7.07006e+00
7.14286e+06	3.50000e+01	-1.01747e+02	1.81816e+01
5.10204e+06	3.50000e+01	-1.77286e+02	4.13985e+01
3.64432e+06	3.50000e+01	-3.13190e+02	9.10828e+01
2.60308e+06	3.50000e+01	-5.57359e+02	2.17984e+02
1.85934e+06	3.50000e+01	-9.61930e+02	5.18741e+02
1.32810e+06	3.50000e+01	-1.58467e+03	1.15968e+03
9.48645e+05	3.50000e+01	-2.38321e+03	2.31062e+03
6.77604e+05	3.50000e+01	-3.29533e+03	4.32485e+03
4.84003e+05	3.50000e+01	-4.17215e+03	7.48868e+03
3.45716e+05	3.50000e+01	-4.58605e+03	1.22151e+04
2.46940e+05	3.50000e+01	-4.05670e+03	1.87577e+04
1.76386e+05	3.50000e+01	-2.04696e+03	2.73729e+04
1.25990e+05	3.50000e+01	2.23002e+03	3.78231e+04
8.99928e+04	3.50000e+01	9.81453e+03	5.17397e+04
6.42805e+04	3.50000e+01	2.25535e+04	6.63663e+04
4.59147e+04	3.50000e+01	4.17851e+04	8.05261e+04
3.27962e+04	3.50000e+01	6.61809e+04	9.03175e+04
2.34258e+04	3.50000e+01	9.24214e+04	9.40243e+04
1.67328e+04	3.50000e+01	1.16269e+05	9.33480e+04
1.19520e+04	3.50000e+01	1.37230e+05	9.10234e+04
8.53712e+03	3.50000e+01	1.55646e+05	8.92606e+04
6.09794e+03	3.50000e+01	1.72672e+05	8.90113e+04
4.35567e+03	3.50000e+01	1.89256e+05	9.03614e+04
3.11119e+03	3.50000e+01	2.05847e+05	9.36278e+04
2.22228e+03	3.50000e+01	2.22844e+05	9.92342e+04
1.58734e+03	3.50000e+01	2.40871e+05	1.07483e+05
1.13382e+03	3.50000e+01	2.60575e+05	1.18541e+05
8.09869e+02	3.50000e+01	2.82268e+05	1.32512e+05
5.78478e+02	3.50000e+01	3.07126e+05	1.50018e+05
4.13199e+02	3.50000e+01	3.35719e+05	1.71404e+05
2.95142e+02	3.50000e+01	3.68986e+05	1.96999e+05
2.10816e+02	3.50000e+01	4.07808e+05	2.27208e+05
1.50583e+02	3.50000e+01	4.53325e+05	2.62381e+05
1.07559e+02	3.50000e+01	5.07114e+05	3.03274e+05
7.68279e+01	3.50000e+01	5.68636e+05	3.49940e+05
5.48770e+01	3.50000e+01	6.39249e+05	4.03705e+05
3.91979e+01	3.50000e+01	7.19968e+05	4.66441e+05
2.79985e+01	3.50000e+01	8.10514e+05	5.40758e+05
1.99989e+01	3.50000e+01	9.12127e+05	6.30890e+05
1.42850e+01	3.50000e+01	1.02787e+06	7.44582e+05
1.02035e+01	3.50000e+01	1.15761e+06	8.87404e+05
7.28824e+00	3.50000e+01	1.30256e+06	1.06827e+06
5.20588e+00	3.50000e+01	1.47111e+06	1.30396e+06
3.71849e+00	3.50000e+01	1.66152e+06	1.60562e+06
2.65606e+00	3.50000e+01	1.88432e+06	1.99003e+06
1.89719e+00	3.50000e+01	2.13278e+06	2.50011e+06
1.35513e+00	3.50000e+01	2.44096e+06	3.15034e+06
9.67953e-01	3.50000e+01	2.82049e+06	4.02147e+06
6.91395e-01	3.50000e+01	3.25247e+06	5.12536e+06
4.93854e-01	3.50000e+01	3.78284e+06	6.57140e+06
3.52753e-01	3.50000e+01	4.43561e+06	8.45088e+06
2.51966e-01	3.50000e+01	5.23123e+06	1.07191e+07
1.79976e-01	3.50000e+01	6.18801e+06	1.37033e+07
1.28554e-01	3.50000e+01	7.28330e+06	1.73105e+07
1.00000e-01	3.50000e+01	8.24230e+06	2.06314e+07
1.00000e+07	4.00000e+01	-6.55967e+01	6.82819e+00
7.14286e+06	4.00000e+01	-1.01976e+02	1.74771e+01
5.10204e+06	4.00000e+01	-1.78012e+02	3.97325e+01
3.64432e+06	4.00000e+01	-3.15446e+02	8.74281e+01
2.60308e+06	4.00000e+01	-5.64208e+02	2.10504e+02
1.85934e+06	4.00000e+01	-9.82867e+02	5.05373e+02
1.32810e+06	4.00000e+01	-1.63857e+03	1.14388e+03
9.48645e+05	4.00000e+01	-2.49894e+03	2.31135e+03
6.77604e+05	4.00000e+01	-3.50706e+03	4.39702e+03
4.84003e+05	4.00000e+01	-4.49324e+03	7.73003e+03
3.45716e+05	4.00000e+01	-4.96725e+03	1.27822e+04
2.46940e+05	4.00000e+01	-4.32635e+03	1.98023e+04
1.76386e+05	4.00000e+01	-1.90818e+03	2.90496e+04
1.25990e+05	4.00000e+01	3.21746e+03	4.00925e+04
8.99928e+04	4.00000e+01	1.21779e+04	5.41505e+04
6.42805e+04	4.00000e+01	2.64384e+04	6.78733e+04
4.59147e+04	4.00000e+01	4.66766e+04	7.99750e+04
3.27962e+04	4.00000e+01	7.04268e+04	8.70552e+04
2.34258e+04	4.00000e+01	9.44330e+04	8.87796e+04
1.67328e+04	4.00000e+01	1.15452e+05	8.76860e+04
1.19520e+04	4.00000e+01	1.33938e+05	8.61356e+04
8.53712e+03	4.00000e+01	1.50815e+05	8.58216e+04
6.09794e+03	4.00000e+01	1.67122e+05	8.71914e+04
4.35567e+03	4.00000e+01	1.83493e+05	9.02880e+04
3.11119e+03	4.00000e+01	2.00342e+05	9.52394e+04
2.22228e+03	4.00000e+01	2.18113e+05	1.02221e+05
1.58734e+03	4.00000e+01	2.37323e+05	1.11463e+05
1.13382e+03	4.00000e+01	2.58302e+05	1.23317e+05
8.09869e+02	4.00000e+01	2.81314e+05	1.37886e+05
5.78478e+02	4.00000e+01	3.07464e+05	1.55857e+05
4.13199e+02	4.00000e+01	3.37262e+05	1.77618e+05
2.95142e+02	4.00000e+01	3.71603e+05	2.03615e+05
2.10816e+02	4.00000e+01	4.11441e+05	2.34424e+05
1.50583e+02	4.00000e+01	4.57760e+05	2.70312e+05
1.07559e+02	4.00000e+01	5.12239e+05	3.12271e+05
7.68279e+01	4.00000e+01	5.74496e+05	3.60419e+05
5.48770e+01	4.00000e+01	6.45873e+05	4.15949e+05
3.91979e+01	4.00000e+01	7.27063e+05	4.80665e+05
2.79985e+01	4.00000e+01	8.19194e+05	5.57267e+05
1.99989e+01	4.00000e+01	9.22442e+05	6.49726e+05
1.42850e+01	4.00000e+01	1.03933e+06	7.63089e+05
1.02035e+01	4.00000e+01	1.17026e+06	9.04206e+05
7.28824e+00	4.00000e+01	1.31817e+06	1.08297e+06
5.20588e+00	4.00000e+01	1.48562e+06	1.30818e+06
3.71849e+00	4.00000e+01	1.67643e+06	1.59737e+06
2.65606e+00	4.00000e+01	1.89946e+06	1.96278e+06
1.89719e+00	4.00000e+01	2.15997e+06	2.44545e+06
1.35513e+00	4.00000e+01	2.45601e+06	3.06401e+06
9.67953e-01	4.00000e+01	2.82129e+06	3.87510e+06
6.91395e-01	4.00000e+01	3.24398e+06	4.91820e+06
4.93854e-01	4.00000e+01	3.74536e+06	6.28048e+06
3.52753e-01	4.00000e+01	4.35712e+06	8.04281e+06
2.51966e-01	4.00000e+01	5.10401e+06	1.03314e+07
1.79976e-01	4.00000e+01	6.01580e+06	1.32834e+07
1.28554e-01	4.00000e+01	7.10458e+06	1.69995e+07
1.00000e-01	4.00000e+01	8.04460e+06	2.04195e+07
1.00000e+07	4.50000e+01	-6.58208e+01	6.47834e+00
7.14286e+06	4.50000e+01	-1.02225e+02	1.70744e+01
5.10204e+06	4.50000e+01	-1.78445e+02	3.90426e+01
3.64432e+06	4.50000e+01	-3.16505e+02	8.58754e+01
2.60308e+06	4.50000e+01	-5.67274e+02	2.07114e+02
1.85934e+06	4.50000e+01	-9.91337e+02	4.99499e+02
1.32810e+06	4.50000e+01	-1.66202e+03	1.13663e+03
9.48645e+05	4.50000e+01	-2.54861e+03	2.30916e+03
6.77604e+05	4.50000e+01	-3.59940e+03	4.42052e+03
4.84003e+05	4.50000e+01	-4.63811e+03	7.81500e+03
3.45716e+05	4.50000e+01	-5.15590e+03	1.29886e+04
2.46940e+05	4.50000e+01	-4.51441e+03	2.01907e+04
1.76386e+05	4.50000e+01	-2.02776e+03	2.96669e+04
1.25990e+05	4.50000e+01	3.25800e+03	4.09501e+04
8.99928e+04	4.50000e+01	1.24964e+04	5.52883e+04
6.42805e+04	4.50000e+01	2.71450e+04	6.91997e+04
4.59147e+04	4.50000e+01	4.78720e+04	8.13387e+04
3.27962e+04	4.50000e+01	7.20367e+04	8.82628e+04
2.34258e+04	4.50000e+01	9.62758e+04	8.97359e+04
1.67328e+04	4.50000e+01	1.17341e+05	8.84482e+04
1.19520e+04	4.50000e+01	1.35738e+05	8.69788e+04
8.53712e+03	4.50000e+01	1.52557e+05	8.69022e+04
6.09794e+03	4.50000e+01	1.68914e+05	8.87313e+04
4.35567e+03	4.50000e+01	1.85485e+05	9.24386e+04
3.11119e+03	4.50000e+01	2.02733e+05	9.81678e+04
2.22228e+03	4.50000e+01	2.21109e+05	1.06022e+05
1.58734e+03	4.50000e+01	2.41148e+05	1.16210e+05
1.13382e+03	4.50000e+01	2.63284e+05	1.29052e+05
8.09869e+02	4.50000e+01	2.87872e+05	1.44774e+05
5.78478e+02	4.50000e+01	3.15439e+05	1.63752e+05
4.13199e+02	4.50000e+01	3.47146e+05	1.86635e+05
2.95142e+02	4.50000e+01	3.83635e+05	2.13707e+05
2.10816e+02	4.50000e+01	4.25887e+05	2.45555e+05
1.50583e+02	4.50000e+01	4.74732e+05	2.82368e+05
1.07559e+02	4.50000e+01	5.31031e+05	3.24765e+05
7.68279e+01	4.50000e+01	5.96045e+05	3.73513e+05
5.48770e+01	4.50000e+01	6.68984e+05	4.30015e+05
3.91979e+01	4.50000e+01	7.50836e+05	4.95816e+05
2.79985e+01	4.50000e+01	8.42808e+05	5.73938e+05
1.99989e+01	4.50000e+01	9.45238e+05	6.69601e+05
1.42850e+01	4.50000e+01	1.06084e+06	7.86512e+05
1.02035e+01	4.50000e+01	1.19060e+06	9.32843e+05
7.28824e+00	4.50000e+01	1.33608e+06	1.11876e+06
5.20588e+00	4.50000e+01	1.50153e+06	1.35335e+06
3.71849e+00	4.50000e+01	1.69288e+06	1.65400e+06
2.65606e+00	4.50000e+01	1.91110e+06	2.04009e+06
1.89719e+00	4.50000e+01	2.16550e+06	2.54320e+06
1.35513e+00	4.50000e+01	2.46953e+06	3.19579e+06
9.67953e-01	4.50000e+01	2.83067e+06	4.05438e+06
6.91395e-01	4.50000e+01	3.25699e+06	5.16660e+06
4.93854e-01	4.50000e+01	3.77547e+06	6.63112e+06
3.52753e-01	4.50000e+01	4.40365e+06	8.55193e+06
2.51966e-01	4.50000e+01	5.17351e+06	1.10675e+07
1.79976e-01	4.50000e+01	6.12608e+06	1.43569e+07
1.28554e-01	4.50000e+01	7.31116e+06	1.86578e+07
1.00000e-01	4.50000e+01	8.38271e+06	2.26893e+07
1.00000e+07	5.00000e+01	-6.59528e+01	6.22855e+00
7.14286e+06	5.00000e+01	-1.02357e+02	1.69130e+01
5.10204e+06	5.00000e+01	-1.78710e+02	3.86468e+01
3.64432e+06	5.00000e+01	-3.16942e+02	8.50348e+01
2.60308e+06	5.00000e+01	-5.68751e+02	2.05062e+02
1.85934e+06	5.00000e+01	-9.95806e+02	4.94865e+02
1.32810e+06	5.00000e+01	-1.67439e+03	1.12797e+03
9.48645e+05	5.00000e+01	-2.57814e+03	2.29638e+03
6.77604e+05	5.00000e+01	-3.66429e+03	4.40650e+03
4.84003e+05	5.00000e+01	-4.76627e+03	7.81078e+03
3.45716e+05	5.00000e+01	-5.39073e+03	1.30131e+04
2.46940e+05	5.00000e+01	-4.94003e+03	2.02903e+04
1.76386e+05	5.00000e+01	-2.79553e+03	2.99571e+04
1.25990e+05	5.00000e+01	1.96824e+03	4.17000e+04
8.99928e+04	5.00000e+01	1.04129e+04	5.71292e+04
6.42805e+04	5.00000e+01	2.44757e+04	7.31124e+04
4.59147e+04	5.00000e+01	4.56158e+04	8.85552e+04
3.27962e+04	5.00000e+01	7.21108e+04	9.91302e+04
2.34258e+04	5.00000e+01	1.00509e+05	1.03285e+05
1.67328e+04	5.00000e+01	1.26163e+05	1.03004e+05
1.19520e+04	5.00000e+01	1.48825e+05	1.01336e+05
8.53712e+03	5.00000e+01	1.69246e+05	1.00560e+05
6.09794e+03	5.00000e+01	1.88650e+05	1.01533e+05
4.35567e+03	5.00000e+01	2.07810e+05	1.04438e+05
3.11119e+03	5.00000e+01	2.27268e+05	1.09505e+05
2.22228e+03	5.00000e+01	2.47577e+05	1.17001e+05
1.58734e+03	5.00000e+01	2.69404e+05	1.27227e+05
1.13382e+03	5.00000e+01	2.93197e+05	1.40587e+05
8.09869e+02	5.00000e+01	3.19550e+05	1.57372e+05
5.78478e+02	5.00000e+01	3.49037e+05	1.78008e+05
4.13199e+02	5.00000e+01	3.83067e+05	2.03213e+05
2.95142e+02	5.00000e+01	4.22424e+05	2.33246e+05
2.10816e+02	5.00000e+01	4.68170e+05	2.68903e+05
1.50583e+02	5.00000e+01	5.21162e+05	3.10121e+05
1.07559e+02	5.00000e+01	5.82395e+05	3.57820e+05
7.68279e+01	5.00000e+01	6.53125e+05	4.13126e+05
5.48770e+01	5.00000e+01	7.32445e+05	4.77658e+05
3.91979e+01	5.00000e+01	8.21667e+05	5.52970e+05
2.79985e+01	5.00000e+01	9.21963e+05	6.43505e+05
1.99989e+01	5.00000e+01	1.03377e+06	7.54493e+05
1.42850e+01	5.00000e+01	1.16071e+06	8.90869e+05
1.02035e+01	5.00000e+01	1.30322e+06	1.06210e+06
7.28824e+00	5.00000e+01	1.46518e+06	1.27875e+06
5.20588e+00	5.00000e+01	1.64973e+06	1.55423e+06
3.71849e+00	5.00000e+01	1.86056e+06	1.90598e+06
2.65606e+00	5.00000e+01	2.10404e+06	2.35870e+06
1.89719e+00	5.00000e+01	2.38617e+06	2.95275e+06
1.35513e+00	5.00000e+01	2.71769e+06	3.71658e+06
9.67953e-01	5.00000e+01	3.12874e+06	4.71877e+06
6.91395e-01	5.00000e+01	3.61246e+06	6.04714e+06
4.93854e-01	5.00000e+01	4.21610e+06	7.79733e+06
3.52753e-01	5.00000e+01	4.94685e+06	1.00908e+07
2.51966e-01	5.00000e+01	5.86540e+06	1.31194e+07
1.79976e-01	5.00000e+01	7.02581e+06	1.71139e+07
1.28554e-01	5.00000e+01	8.49823e+06	2.23729e+07
1.00000e-01	5.00000e+01	9.86702e+06	2.73506e+07
1.00000e+07	5.50000e+01	-6.59697e+01	6.39978e+00
7.14286e+06	5.50000e+01	-1.02317e+02	1.70849e+01
5.10204e+06	5.50000e+01	-1.78456e+02	3.90273e+01
3.64432e+06	5.50000e+01	-3.16336e+02	8.58611e+01
2.60308e+06	5.50000e+01	-5.66552e+02	2.06731e+02
1.85934e+06	5.50000e+01	-9.90153e+02	4.97346e+02
1.32810e+06	5.50000e+01	-1.65989e+03	1.12908e+03
9.48645e+05	5.50000e+01	-2.54883e+03	2.28791e+03
6.77604e+05	5.50000e+01	-3.61406e+03	4.36598e+03
4.84003e+05	5.50000e+01	-4.71169e+03	7.69644e+03
3.45716e+05	5.50000e+01	-5.40046e+03	1.27676e+04
2.46940e+05	5.50000e+01	-5.16985e+03	1.98749e+04
